rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month
102,spotify:track:2AVDBKzxzTjLB91WVTfIlA,"ANH TRAI ""SAY HI"", RHYDER, Jmi Ko","ANH BIẾT RỒI (feat. Rhyder, Jmi Ko)",Anh Trai Say Hi,102,-1,1,201983,8
103,spotify:track:2YuINjtFaEi9E9WRv90bK6,"ANH TRAI ""SAY HI"", HIEUTHUHAI",QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI),Anh Trai Say Hi,103,-1,1,200863,8
104,spotify:track:3YctJXK6kznnWl68TnYobN,RPT MCK,Anh Đã Ổn Hơn,N0L4B3L,3,96,79,200588,8
105,spotify:track:2pm7K14nHj2fLrpU8j9bit,PC,10 Ngàn Năm,12 trái lê,27,99,117,198652,8
106,spotify:track:5LQpQ6SDeaz6SIkR0lvsoC,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,114,72,196926,8
107,spotify:track:0hiQvlWSSTr7n1kc1X2Lus,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,117,200,196698,8
108,spotify:track:3hqOrxH5qPlvrApcb7Ac8c,Ronboogz,Lan Man,MaiDao Music,33,95,73,195125,8
109,spotify:track:255vSRpVq5YYKBJiem1BVx,Andree Right Hand,Chơi Như Tụi Mỹ,$maker Music,4,94,68,194067,8
110,spotify:track:1oVbTGLd8EgyeWBoqAYBD0,Trung Tu,Vừa Hận Vừa Yêu,Universal Music Indochina Distributed Labels,24,85,8,193703,8
111,spotify:track:2JuHIbFudHwDqQssgqsH3i,"Vũ Phụng Tiên, DT Tập Rap, Drum7",Lệ Lưu Ly,Big Arts Entertainment,6,110,50,192303,8
112,spotify:track:4tqXSj46umlymdIxqY8zso,SOOBIN,giá như,WDND,13,102,21,192078,8
113,spotify:track:3ET3xHCLMGd57u06A9RjJ0,Ronboogz,Nói Dối,MaiDao Music,79,93,44,191403,8
114,spotify:track:6xKs4CnVadRzdNZ48vhT27,Đức Phúc,Ngày Đầu Sau Chia Tay,Duc Phuc,54,108,11,188532,8
115,spotify:track:45PPoUgqs3JrhkZGEzSUHT,"W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)",Universal Music Indochina Distributed Labels,24,107,73,187758,8
116,spotify:track:3K7RddI2L8Wiv7uIbrhfLc,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",Rồi Em Sẽ Gặp Một Chàng Trai Khác,THE MASKED SINGER,11,113,42,187040,8
117,spotify:track:6jcLKVmEKAQIXIVHJZ8vzS,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,115,91,186669,8
118,spotify:track:5rSAUmbOg4giDrM29vUyHe,Sơn Tùng M-TP,Nơi Này Có Anh,Universal Music Indochina Distributed Labels,5,112,274,184135,8
119,spotify:track:6kCU6i8iRrAAmJJ8Sj4JYC,"Shartnuss, Tr.D, Phankeo",Nắng có mang em về,MaiDao Music,44,111,30,182778,8
120,spotify:track:6Hs2xIgB8nzyGFDvVA8lFa,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,119,124,181763,8
121,spotify:track:7paCdW3grnoEi95tjO1OkG,Thịnh Suy,Thắc Mắc?,InQ International,110,138,39,181554,8
122,spotify:track:4qJSUFwZFouto5VZUlln75,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,116,207,179199,8
123,spotify:track:5JTZCDMaElB4ZBJc41YhMB,"Bằng Kiều, Binz, Bùi Công Nam, Duy Khánh 周周, Thanh Duy, Thien Minh",Dẫu Có Lỗi Lầm,Universal Music Indochina Distributed Labels,41,101,5,179076,8
124,spotify:track:5Bti0azlFhMattVY76qFr9,Vũ.,Lạ Lùng,WM Vietnam,17,143,335,178119,8
125,spotify:track:4NTanSVXBkQ2NmDEbr2vLE,"Kai Đinh, GREY D, Hoàng Thùy Linh",Trái đất ôm Mặt trời,Yin Yang Media,8,123,37,174754,8
126,spotify:track:2kauMp3YNHXULGXyJh4321,"Wren Evans, itsnk",Phóng Đổ Tim Em,Universal Music Indochina,9,118,38,174458,8
127,spotify:track:4N99EuIjwSSFFFMDfTeOLU,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,122,98,174399,8
128,spotify:track:4gxEY3Mh5FZZDAJAKPNrCS,LE SSERAFIM,CRAZY,SOURCE MUSIC,128,-1,1,173082,8
129,spotify:track:0SMpkybKsjUeONDdUCW69e,WEAN,Thờ ơ,M Music Records,129,-1,1,171295,8
130,spotify:track:3b34161QoxLwsqhWSPy9i5,Da LAB,Thanh Xuân,Sony Music Entertainment,1,141,315,171216,8
131,spotify:track:1dUmmBh2nw8XzEI3au0uFs,Thịnh Suy,Chết Trong Em,InQ International,4,136,97,171087,8
132,spotify:track:7LVrrX8pkzI9fMF88nGabt,"Đen, JustaTee",Đi Về Nhà,Đen,3,125,194,171083,8
133,spotify:track:1izPmgSW7FV6XFdEOiTvOY,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,124,166,170577,8
134,spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,148,195,169706,8
135,spotify:track:1He7z9P4RbIAa0rNCUaIMN,"SOOBIN, Tiến Luật, Tuấn Hưng, Quốc Thiên, Rhymastic, Tự Long",Những Kẻ Mộng Mơ,Universal Music Indochina Distributed Labels,104,127,4,168913,8
136,spotify:track:1R1AFI3iNOYr0pGHwjFQBG,B Ray,Cao Ốc 20,Great Entertainment,109,109,21,168481,8
137,spotify:track:6iXGivPFpsqKmrINhIbPvx,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,131,245,168206,8
138,spotify:track:4h3K653rm69JYWpO4du2BJ,Andiez,Chờ Đợi Có Đáng Sợ,Yin Yang Media,76,121,116,165304,8
139,spotify:track:1K3CXUYKhLYN7koLW5WQjX,Thắng,Xin Lỗi,Thắng,5,173,68,164139,8
140,spotify:track:5S2ObREaW7Dl1XMMC7SxGX,AMEE,Miền Mộng Mị,Yin Yang Media,21,55,5,162208,8
141,spotify:track:7ov3TDp5D00Rnu5R1viX4w,"LISA, ROSALÍA",New Woman (feat. ROSALÍA),Lloud Co./RCA Records,18,68,3,160953,8
142,spotify:track:4AgFXIVT7hVhBZ5DEOaLu3,Thịnh Suy,tiny love,Yin Yang Media,3,154,144,160544,8
143,spotify:track:2PYDUM2IC01FOTDLQdFxJP,"W/N, Duongg, Nau",3 1 0 7 - 2 (feat. DuongG & Nau),GUM GROUP,27,133,184,157959,8
144,spotify:track:2zRzmGerfTxc2epZHgaTdh,"Ngọt, Đen",Cho Tôi Lang Thang,Ngọt,35,165,223,156761,8
145,spotify:track:6Q2oEdOhRjZ1DTv2a7j0lN,"PC, Dick, tofutns",Ghé Qua,12 trái lê,64,137,207,156695,8
146,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,135,135,2,155382,8
147,spotify:track:6DyotcCWPqKQT8YWireU6L,Low G,Tán Gái 505,Rap Nhà Làm,65,129,68,154850,8
148,spotify:track:25edeHHueINMguqu9emCyV,"Đen, Phương Anh Đào",Lối Nhỏ,Đen,1,152,254,154525,8
149,spotify:track:5IPyVAKgMFP99F2DqUoohG,Chi Xê,Seenderella,Universal Music Indochina,149,187,2,152594,8
150,spotify:track:18iADruKMXIloyA9vCJXFE,"An Vũ, Sino",Chàng Trai Bất Tử,Yin Yang Media,56,161,31,151299,8
151,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,83,126,8,150892,8
152,spotify:track:1m4BSQjgXAfoR4dBAapAr7,"Masew, B Ray, REDT, Ý Tiên",Lửng Lơ,SKY Music JSC,113,159,89,150553,8
153,spotify:track:2MFqzQ3eJPM1dHCaioyU1s,"ANH TRAI ""SAY HI"", RHYDER, Captain, Quang Hùng MasterD, WEAN, Ali Hoàng Dương","SOS (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)",Anh Trai Say Hi,139,139,2,149991,8
154,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,17,145,26,149419,8
155,spotify:track:3z7at2LZwJsg8UvqGw3JAv,"MIN, Mr A",Có Em Chờ,MIN,142,162,13,147877,8
156,spotify:track:2qWP5ZarXRsdmxzz3L3BtP,"SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh",có hẹn với thanh xuân,Universal Music Indochina Distributed Labels,27,134,110,145681,8
157,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,156,83,145313,8
158,spotify:track:5KaZWNVmNQlqM8LdENnxuL,Thanh Hưng,Lao Tâm Khổ Tứ,LOOPS Music,158,179,4,144465,8
159,spotify:track:65cM1nyMf9pFDZVV8xmPX9,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,167,94,143088,8
160,spotify:track:6IHLOkgZftkcqS3fM0jMCT,"MONO, Onionn.",Em Xinh,M Music Records,10,192,35,142310,8
161,spotify:track:2nR51wakN5K3AJENqGaNg9,"Đen, MIN",Bài Này Chill Phết,Đen,1,155,275,141235,8
162,spotify:track:5cml547MByVlaVrKU2lJTg,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,146,67,140513,8
163,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,30,157,48,139887,8
164,spotify:track:71Q8QWLpvwvfQ6zM5BdCnm,"2T, Văn",Liệu Giờ,LOOPS Music,22,158,209,139594,8
165,spotify:track:73ax9vvEPz8yXm9TCrn2Y1,"ANH TRAI ""SAY HI"", Negav, GREY D",CHÀNG KHỜ THUỶ CUNG (feat. Negav & GREY D),Anh Trai Say Hi,165,-1,1,139587,8
166,spotify:track:3kwb99PcsCYFYcFB0jTr1a,Ngọt,09 Chuyện Thường,Ngọt,166,-1,1,139092,8
167,spotify:track:0JKGe340YJwfDrpXqPQ8sw,Agust D,Daechwita,BIGHIT MUSIC,1,120,21,138974,8
168,spotify:track:3XEspwit4d8gwKKgeopfCv,"Sean, Lửa",Em Thích,MaiDao Music,65,140,84,138685,8
169,spotify:track:7fNHfgOxPLcg4mQLhCnOHB,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,151,166,138201,8
170,spotify:track:2SykQzXuFSeprST1uDjj1m,AMEE,trời giấu trời mang đi,Yin Yang Media,52,160,74,137906,8
171,spotify:track:3rxbssNItXaXyqc0wJUsYC,AMEE,2000 câu hỏi vì sao,Yin Yang Media,22,91,5,137577,8
172,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,168,71,136352,8
173,spotify:track:1KZVA4mJbjH6V9i7lP36FH,"OgeNus, PiaLinh",Say Yes (Vietnamese Version),MaiDao Music,173,-1,1,136169,8
174,spotify:track:62SFLTN7txImu8pQwBMP6A,"Tăng Duy Tân, Hoà Minzy",Bật Tình Yêu Lên,Big Arts Entertainment,4,185,73,135462,8
175,spotify:track:3J3nv18iIrOhca1ZWNeuyW,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,171,91,135454,8
176,spotify:track:7sZgr8RsXkDwkmiQok691a,Thịnh Suy,Mai Mình Xa,InQ International,85,-1,20,134600,8
177,spotify:track:0X28PqBpbQhWdi4usYw0w5,"Wren Evans, itsnk",Tò Te Tí,Universal Music Indochina,3,163,38,134393,8
178,spotify:track:4S0uLMXRoAjFfIJOW7A8aW,Rhymastic,Nến Và Hoa,WM Vietnam,2,176,221,133222,8
179,spotify:track:3nAwC1qVqRQYiRCrp6q1dU,Winno,Say Đắm Trong Lần Đầu,MaiDao Music,142,198,52,133126,8
180,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,164,49,133073,8
181,spotify:track:3440g8awr2l0E5Yy2X5Epk,RPT MCK,Tại Vì Sao,N0L4B3L,3,177,102,132353,8
182,spotify:track:4LAdZsiks8vsw3e1iZQgVY,"HIEUTHUHAI, B Ray, Tage",Không Phải Gu,M Music Records,51,170,27,131092,8
183,spotify:track:4Iz5EWPCAT8jYNk4IpLoll,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,174,181,130592,8
184,spotify:track:4XkEva4YsNmPQBLe8V126L,"HIEUTHUHAI, Phương Ly",Xoay Một Vòng,M Music Records,152,183,10,130433,8
185,spotify:track:5cn5oHiXJTLiuthgbgfkMh,Vũ Cát Tường,Vết Mưa,Universal Music Indochina Distributed Labels,57,194,42,130010,8
186,spotify:track:2o1pb13quMReXZqE7jWsgq,Ariana Grande,intro (end of the world),Republic Records,13,191,25,129864,8
187,spotify:track:0SipHvQl82LyuU4t9Zkf8Z,"ANH TRAI ""SAY HI"", Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương, NICKY","HÚT (feat. Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương & Nicky)",Anh Trai Say Hi,117,149,9,129398,8
188,spotify:track:54UNNgtE3zzERwTuWSQLqd,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,-1,161,128838,8
189,spotify:track:2WOpp4vm16unl0N3i3BNNv,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,172,241,128714,8
190,spotify:track:7td8DTWoGC9u9db37mGHX6,"Đen, PiaLinh",Nấu ăn cho em,Đen,8,-1,58,128505,8
191,spotify:track:7oBUoEbCDF748UkHnLusUB,Thịnh Suy,Chuyện Rằng,Yin Yang Media,5,189,212,128054,8
192,spotify:track:7kpNUrBDYDoX6QKGzrBD1R,"RPT MCK, Trung Trần",Thôi Em Đừng Đi,N0L4B3L,8,144,79,127963,8
193,spotify:track:1aKvZDoLGkNMxoRYgkckZG,ILLIT,Magnetic,BELIFT LAB,5,186,24,127856,8
194,spotify:track:1Rl6XZjjYq7zBJGALyGTZH,"ANH TRAI ""SAY HI"", Song Luân, Anh Tú Atus, Captain, Quang Trung","YOU (feat. Song Luân, Anh Tú Atus, Captain & Quang Trung)",Anh Trai Say Hi,122,150,7,127387,8
195,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,49,-1,79,127219,8
196,spotify:track:2ddbldKhKrYvOBbYa87cbj,"Vũ., Hà Anh Tuấn",Dành Hết Xuân Thì Để Chờ Nhau,WM Vietnam,13,-1,22,126749,8
197,spotify:track:53zusvCJkyGYjEZ6bnLIjh,Hà Anh Tuấn,Tháng Tư Là Lời Nói Dối Của Em,Yin Yang Media,49,193,40,126378,8
198,spotify:track:3QD2NfLEIvMRbzv2uTu4B7,Myra Trần,Anh Chưa Thương Em Đến Vậy Đâu,Sony Music Entertainment,6,199,87,125920,8
199,spotify:track:7h2zqUH4bYyknNUxsYnS5V,"PhucXp, Freak D",Như Anh Đã Thấy Em,MaiDao Music,33,188,89,125389,8
200,spotify:track:79bSb2Ilugozn6VygdplEZ,Andiez,1 Phút,MaiDao Music,21,-1,172,125285,8
1,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,1,64,4066056,9
2,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,3,47,2499194,9
3,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,1,2,11,2367120,9
4,spotify:track:41DlPJXKTCypXdf2eSqa03,"Vũ., Binz",bình yên,WM Vietnam,4,4,5,1152577,9
5,spotify:track:0SLzsfxED15vyUccX4bCqo,"tlinh, Low G",HOP ON DA SHOW,M Music Records,5,8,3,1012873,9
6,spotify:track:3COYA2vgfcUhDyRlVpZy5p,"tlinh, Low G",PHÓNG ZÌN ZÌN,M Music Records,6,14,2,1011767,9
7,spotify:track:2oVLEoBVDvYrGmzrU7dEm5,"ANH TRAI ""SAY HI"", Dương Domic",TRÀN BỘ NHỚ (feat. Dương Domic),Anh Trai Say Hi,5,5,4,979881,9
8,spotify:track:68vprHs3lxe8uNUpyXZcM8,"ANH TRAI ""SAY HI"", HIEUTHUHAI, Dương Domic, Song Luân, JSOL, Trần Đăng Dương","SAO HẠNG A (feat. HIEUTHUHAI, Dương Domic, Song Luân, Jsol & Trần Đăng Dương)",Anh Trai Say Hi,8,12,3,887218,9
9,spotify:track:2GE2p2dFpxp7OIz2QOFBzW,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,5,6,6,859573,9
10,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,4,7,7,821357,9
11,spotify:track:4nXrVH5xwN1w6TpmP7uu8n,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,8,9,51,792767,9
12,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,2,10,60,685415,9
13,spotify:track:7zxfM3Hi0cdeCsORWtXGKs,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Pháp Kiều, ERIK","TÌNH ĐẦU QUÁ CHÉN (feat. Quang Hùng MasterD, Negav, Pháp Kiều & Erik)",Anh Trai Say Hi,13,23,3,682313,9
14,spotify:track:7gSQxwCpEMjg8wb6Y3oqe7,"ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều","HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)",Anh Trai Say Hi,6,15,12,681911,9
15,spotify:track:4fj4Jn4nw8fGX8xdbCntJf,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,11,57,673052,9
16,spotify:track:0BX2eDMZJrGzApf4ZGXrFi,"ANH TRAI ""SAY HI"", HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL, Orange","NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)",Anh Trai Say Hi,6,17,9,647082,9
17,spotify:track:31VNCmwspR7nVJ6kruUuJt,Sơn Tùng M-TP,Đừng Làm Trái Tim Anh Đau,Universal Music Indochina Distributed Labels,1,16,17,642851,9
18,spotify:track:5oFEvbM7lGnx8jfAkuhVyo,"AMEE, RPT MCK",MỘNG YU,Yin Yang Media,3,13,9,633367,9
19,spotify:track:1K0HQ30Wc11okzlcnFA7Ub,HIEUTHUHAI,Không Thể Say,M Music Records,7,22,76,568456,9
20,spotify:track:3ZbZtdEw9U0uZW4tZItIwq,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,20,45,563526,9
21,spotify:track:3JIfmjJbanxJkwaPzYa2gN,"ANH TRAI ""SAY HI"", Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương, Lâm Bảo Ngọc","REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)",Anh Trai Say Hi,5,24,9,545266,9
22,spotify:track:26zqmmkqUK6mCc87XDzPym,"ANH TRAI ""SAY HI"", RHYDER, Captain, Quang Hùng MasterD, WEAN, Ali Hoàng Dương","CHÂN THÀNH (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)",Anh Trai Say Hi,14,21,7,530097,9
23,spotify:track:7Cjsw965r7mVK888ZqP6Wo,Negav,Mình Anh Thôi,MIXUS,18,18,4,520807,9
24,spotify:track:07d8eaOuAWdC0DANq3tdPd,"ANH TRAI ""SAY HI"", HIEUTHUHAI",QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI),Anh Trai Say Hi,14,19,5,479793,9
25,spotify:track:6D94p9ASguBcYlDC0o56vx,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,26,51,457506,9
26,spotify:track:1LJyhnPdYGRLerwJd8CmL1,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,38,42,447982,9
27,spotify:track:0s7RyyUlQfd8mnnboHe18n,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,22,33,29,442817,9
28,spotify:track:4gaxEUZE4z9pJAVTSFwgQI,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,28,28,27,427138,9
29,spotify:track:4WZf4gJ2MvBec6XPdUiqcq,"ANH TRAI ""SAY HI"", RHYDER, Jmi Ko","ANH BIẾT RỒI (feat. Rhyder, Jmi Ko)",Anh Trai Say Hi,15,25,5,423953,9
30,spotify:track:7tFwBnuaGXqiiONukPRaCo,Minh Huy,Miên Man,LOOPS Music,11,30,57,415189,9
31,spotify:track:3uT8QfoX0BE8ZJa4h98LDW,"Puppy, Dangrangto",Wrong Times,MaiDao Music,31,51,48,413648,9
32,spotify:track:7kKu4NWeBh01I6aTIEP9bg,"ANH TRAI ""SAY HI"", Quang Hùng MasterD",TRÓI EM LẠI (feat. Quang Hùng MasterD),Anh Trai Say Hi,27,27,4,407470,9
33,spotify:track:4CUvVaAYuXtvYURLFz7EIL,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,32,148,395348,9
34,spotify:track:2uZmeuNAxSm7XfVIwLkhCx,Ronboogz,nhắn nhủ,MaiDao Music,14,29,42,390050,9
35,spotify:track:4HgTGTXHt1zie3upsI50zm,Ngô Lan Hương,Đi Giữa Trời Rực Rỡ (Original Soundtrack from “Đi Giữa Trời Rực Rỡ”),SK Pictures,35,47,6,387014,9
36,spotify:track:4qYfRfSxsmhJ1WMaywtLyI,"Wren Evans, itsnk",Từng Quen,Universal Music Indochina,1,37,49,377997,9
37,spotify:track:4exlWP8cokkWVCvyP3kg7c,"tlinh, 2pillz",nếu lúc đó,Universal Music Indochina Distributed Labels,1,40,83,373337,9
38,spotify:track:2a5hng9yXtbjtTVVm9UviC,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,21,31,110,365504,9
39,spotify:track:1J12HjUuXfJnaUdubTEzSR,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,39,48,159,362935,9
40,spotify:track:5PLjpBivzvuaIIqqkQgnRK,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,M Music Records,2,35,120,360358,9
41,spotify:track:5J3m0taZ0W1E9HTE0MwcSv,Low G,Simp Gái 808,Rap Nhà Làm,9,45,51,358857,9
42,spotify:track:1o6cYDMHvKOfizi4d9Lqxr,W/N,id 072019,Universal Music Indochina Distributed Labels,3,34,62,357726,9
43,spotify:track:7mbWwlHgukuuW8r7Nc3FHv,"Chọn gì? Chọn đi!, OgeNus, PiaLinh",Say Yes (Vietnamese Version),MaiDao Music,43,50,4,356061,9
44,spotify:track:2xOhv7XudrBDtkID1jwsFE,Vũ Cát Tường,Từng Là,Universal Music Indochina Distributed Labels,2,36,31,354858,9
45,spotify:track:6VXVYATpQXEIoZ97NnWCmn,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,43,113,354401,9
46,spotify:track:1TcmqSx576eBcuTxTtcEAk,"tlinh, Low G",NGÂN,M Music Records,46,57,2,351858,9
47,spotify:track:4jWmhzf53Q0ZvZMuGdiR9x,"WEAN, tlinh",shhhhhhh..,WEAN,9,53,52,348003,9
48,spotify:track:5YiNxgEQQTuFi5dKLxxjWm,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY","CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)",Anh Trai Say Hi,11,46,13,345850,9
49,spotify:track:78lw4wahFNotXb0mOEtPkM,WEAN,BADBYE,WEAN,20,39,32,343577,9
50,spotify:track:5T6j0rfpCDBzAxC8Fpd0N7,"Low G, Thắng",An Thần,Rap Nhà Làm,2,52,154,336095,9
51,spotify:track:1zzCiwKpbS6zNC3OAdejd2,"ANH TRAI ""SAY HI"", RHYDER, WEAN, Đức Phúc, Hùng Huỳnh, tlinh","I'M THINKING ABOUT YOU (feat. RHYDER, WEAN, Đức Phúc, Hùng Huỳnh & tlinh)",Anh Trai Say Hi,15,49,8,334786,9
52,spotify:track:2dPJtlvoa3GDowCh035M8P,Vũ.,Nếu Những Tiếc Nuối,WM Vietnam,52,-1,1,334509,9
53,spotify:track:5ECHJ1llWBNYLVCYrllD3x,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,44,118,327593,9
54,spotify:track:6r5o9yIc16ZvymXUKJQ1yy,W/N,2 4,W NATION,8,41,9,327353,9
55,spotify:track:3a2Oftcs10wtzw6AmxuTMU,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,42,89,317735,9
56,spotify:track:65aTHDZWUdh6WIafu9MtNF,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,54,94,313719,9
57,spotify:track:5PGh9MyKry8slG5AfvD1eD,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,55,52,310761,9
58,spotify:track:5BTzf3doGTigDIYUFtbkI9,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,58,197,296778,9
59,spotify:track:3Alwi53Ahc2GwHgvel42b2,Lou Hoàng,Ngày Đẹp Trời Để Nói Chia Tay,WM Vietnam,4,59,16,294588,9
60,spotify:track:3OVMe3H6iAxbLF8iD2UYrw,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Universal Music Indochina Distributed Labels,1,60,30,286055,9
61,spotify:track:0e6fZkLArSmDIHnZcIua7t,"Vũ., Low G",Không Yêu Em Thì Yêu Ai?,WM Vietnam,61,-1,1,285131,9
62,spotify:track:3DLtPObflLQBodZN8qGODT,"JustaTee, BigDaddy",2AM,WM Vietnam,18,72,127,285069,9
63,spotify:track:41JPN7pZMTp1sumBOHOzHd,"Agust D, IU",People Pt.2 (feat. IU),BIGHIT MUSIC,1,136,34,283156,9
64,spotify:track:6f7M5UzYYeLFCMIBQhxk2J,Rhymastic,Lặng,Universal Music Indochina Distributed Labels,7,56,13,279886,9
65,spotify:track:3QjcsqERv4IfmopRvXFoWB,"tlinh, Low G",DÂU TẰM,M Music Records,65,70,2,279292,9
66,spotify:track:3ER1r0HipeSSu7YNImC6vd,"Wxrdie, Marlykid, Lucin3x",Bước Za Đi Xa,Universal Music Indochina Distributed Labels,61,61,2,274046,9
67,spotify:track:7jLSThU5Kg1RWt19Leiaxm,"RPT MCK, Trung Trần",Chìm Sâu,N0L4B3L,1,66,136,273627,9
68,spotify:track:3LWVXp636uLT356Rj08Jaz,Jimin,Be Mine,BIGHIT MUSIC,7,71,11,266498,9
69,spotify:track:5TtNxUZBjYR4wgzOpHpS7h,"ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh","LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)",Anh Trai Say Hi,23,63,13,266296,9
